planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S04774.01,SIMULATED,K04774,4277304,1,13.882,0.736,0.104,-0.07,0.792,0.16,-0.12,0.32,0.146,-0.153,0.509,0.196,nan,2.768,51.56833,46.03292,0.076,0.179,-1.154,1026,7.177,0.032,66.478,59.081,quadratic
S04015.01,SIMULATED,K04015,8282846,1,15.307,0.88,0.052,-0.03,0.87,0.039,-0.077,0.275,0.044,-0.092,0.582,0.145,nan,2.67,133.30348,116.84359,0.084,0.125,-1.603,791,9.781,0.028,120.933,16.251,quadratic
S01597.01,SIMULATED,K01597,5039228,1,12.681,1.446,0.095,-0.086,1.226,0.255,-0.068,0.044,0.155,-0.057,0.303,0.316,nan,2.44,7.79669,6.69577,0.393,0.116,2.605,332,3.441,0.018,15.263,57.293,quadratic
S01520.01,SIMULATED,K01520,9765975,1,14.516,0.838,0.06,-0.033,0.711,0.081,-0.099,0.516,0.075,-0.11,0.517,0.191,nan,2.5,18.45848,1.90377,0.416,0.071,-2.461,1037,3.569,0.032,38.95,83.682,quadratic
S00588.01,SIMULATED,K00588,9631762,1,14.337,0.764,0.03,-0.023,0.754,0.019,-0.044,0.4,0.025,-0.057,0.644,0.099,nan,1.92,10.35586,6.03186,0.351,0.133,1.349,545,2.753,0.023,24.246,45.64,quadratic
S02137.01,SIMULATED,K02137,9364609,1,13.747,0.812,0.052,-0.039,0.767,0.057,-0.057,0.404,0.064,-0.073,0.49,0.208,nan,2.299,14.97437,1.01116,0.657,0.16,-2.194,755,3.298,0.027,31.102,77.988,quadratic
S04563.01,SIMULATED,K04563,10585749,1,14.487,0.939,0.066,-0.039,0.645,0.193,-0.236,0.694,0.127,-0.231,0.455,0.233,nan,1.7,54.33356,15.33342,0.205,0.346,2.807,584,3.829,0.024,91.692,23.485,quadratic
S00512.01,SIMULATED,K00512,6838050,1,14.825,1.13,0.1,-0.111,1.564,0.31,-0.207,-0.381,0.198,-0.214,0.428,0.251,nan,2.78,6.51003,1.16855,0.81,0.2,-0.5,265,3.399,0.016,9.771,20.733,quadratic
S01923.01,SIMULATED,K01923,4989057,1,14.139,0.918,0.049,-0.054,0.758,0.091,-0.045,0.473,0.09,-0.056,0.453,0.233,nan,1.78,7.234,4.70229,0.533,0.252,0.347,463,2.128,0.022,20.176,39.944,quadratic
S02377.01,SIMULATED,K02377,5906426,1,14.782,0.743,0.113,-0.078,0.653,0.163,-0.088,0.575,0.157,-0.118,0.497,0.204,nan,1.55,13.90341,13.08186,0.86,0.272,1.848,473,1.325,0.022,33.748,19.321,quadratic
S04361.01,SIMULATED,K04361,7801070,1,15.183,0.802,0.111,-0.074,0.941,0.261,-0.141,0.132,0.198,-0.164,0.453,0.233,nan,3.39,75.87626,13.95754,0.481,0.052,-0.058,1090,7.128,0.033,74.466,29.917,quadratic
S02371.01,SIMULATED,K02371,11824786,1,15.012,0.946,0.124,-0.138,0.954,0.288,-0.096,0.186,0.22,-0.118,0.334,0.296,nan,1.7,12.94124,5.54367,0.167,0.081,0.513,266,3.982,0.016,23.865,14.672,quadratic
S03352.01,SIMULATED,K03352,8081239,1,15.408,0.941,0.127,-0.115,1.012,0.305,-0.131,0.107,0.216,-0.146,0.359,0.287,nan,1.68,10.35858,10.04764,0.662,0.184,-1.37,231,3.775,0.015,19.361,14.784,quadratic
S01801.01,SIMULATED,K01801,5088591,1,14.625,0.655,0.113,-0.061,0.968,0.138,-0.101,0.007,0.132,-0.128,0.497,0.204,nan,3.11,14.53245,4.38121,0.657,0.165,-0.319,867,4.073,0.029,22.478,48.827,quadratic
S07681.01,SIMULATED,K07681,4073017,1,14.772,0.945,0.058,-0.102,1.03,0.149,-0.064,0.086,0.145,-0.09,0.517,0.191,nan,1.76,6.05552,2.11971,0.749,0.128,2.482,245,2.195,0.016,13.324,16.916,quadratic
S02273.01,SIMULATED,K02273,9717943,1,12.716,1.288,0.06,-0.09,1.359,0.191,-0.068,-0.14,0.128,-0.061,0.34,0.302,nan,1.563,6.1101,0.15586,0.698,0.006,1.102,111,3.021,0.011,11.262,32.746,quadratic
S02729.01,SIMULATED,K02729,12008872,1,13.914,0.856,0.166,-0.111,0.73,0.344,-0.185,0.492,0.222,-0.195,0.315,0.303,nan,1.96,14.88777,2.27816,0.678,0.095,-1.759,605,2.897,0.025,33.123,56.62,quadratic
S07223.01,SIMULATED,K07223,9674320,1,14.634,0.746,0.084,-0.084,0.749,0.122,-0.052,0.399,0.137,-0.082,0.454,0.234,nan,1.59,317.0624,176.73423,0.06,0.1,2.154,379,9.554,0.019,237.126,7.823,quadratic
S00824.01,SIMULATED,K00824,5164255,1,16.422,0.791,0.054,-0.029,0.821,0.033,-0.062,0.305,0.04,-0.076,0.582,0.145,nan,11.01,15.37561,13.98543,0.923,0.174,-0.754,13078,2.867,0.123,29.322,148.828,quadratic
S05384.01,SIMULATED,K05384,7377343,1,14.406,0.953,0.181,-0.115,1.529,0.378,-0.204,-0.425,0.226,-0.201,0.319,0.302,nan,9.5,7.95446,5.17518,0.441,0.282,2.211,3244,4.241,0.057,10.794,100.292,quadratic
S00479.01,SIMULATED,K00479,11015323,1,14.106,0.904,0.06,-0.049,1.156,0.11,-0.08,-0.084,0.1,-0.091,0.453,0.233,nan,2.97,34.18884,9.38672,0.736,0.155,0.503,554,4.607,0.024,37.08,39.265,quadratic
S02367.01,SIMULATED,K02367,9086251,1,12.618,1.43,0.081,-0.09,1.528,0.248,-0.203,-0.248,0.136,-0.157,0.332,0.307,nan,1.971,6.89213,4.94099,0.832,0.309,1.739,139,1.973,0.012,11.238,38.451,quadratic
S03358.01,SIMULATED,K03358,4263529,1,14.031,0.96,0.092,-0.092,0.865,0.187,-0.08,0.32,0.172,-0.107,0.442,0.24,nan,4.05,10.10404,7.78486,0.47,0.091,1.187,1841,2.944,0.043,22.423,159.744,quadratic
S00670.01,SIMULATED,K00670,7033671,1,13.774,1.027,0.075,-0.06,1.554,0.193,-0.193,-0.414,0.129,-0.183,0.419,0.256,nan,2.16,9.48966,6.97721,0.631,0.055,-2.788,162,4.783,0.013,12.247,29.065,quadratic
S02920.01,SIMULATED,K02920,7090524,1,14.455,0.934,0.066,-0.039,1.46,0.183,-0.203,-0.373,0.125,-0.2,0.46,0.229,nan,3.246,6.73968,1.66482,0.734,0.246,-1.773,415,4.652,0.02,10.056,43.558,cubic
S01670.01,SIMULATED,K01670,5184709,1,14.572,1.042,0.157,-0.157,1.116,0.329,-0.141,0.024,0.217,-0.15,0.319,0.302,nan,2.03,10.57909,10.08354,0.354,0.079,-2.908,277,4.248,0.017,18.418,25.763,cubic
S03418.01,SIMULATED,K03418,3629330,1,15.417,0.897,0.13,-0.098,0.942,0.293,-0.195,0.18,0.204,-0.222,0.334,0.296,nan,3.85,85.2738,64.51791,0.312,0.179,1.297,1405,6.481,0.037,83.498,28.689,cubic
S02189.01,SIMULATED,K02189,5730445,1,15.253,0.821,0.095,-0.063,0.854,0.086,-0.086,0.269,0.095,-0.117,0.568,0.153,nan,4.44,33.35856,24.75369,0.585,0.064,1.374,2270,4.35,0.048,47.81,60.927,cubic
S08183.01,SIMULATED,K08183,9468848,1,13.811,1.044,0.14,-0.14,1.186,0.31,-0.097,-0.055,0.231,-0.118,0.345,0.292,nan,2.295,5.8877,3.25914,0.128,0.23,0.134,314,3.658,0.018,11.733,65.933,cubic
S04762.01,SIMULATED,K04762,7098255,1,15.674,0.693,0.073,-0.055,0.784,0.043,-0.064,0.306,0.062,-0.1,0.674,0.072,nan,2.477,11.56723,0.59629,0.352,0.267,1.655,838,2.678,0.029,24.287,27.209,cubic
S02698.01,SIMULATED,K02698,5128673,1,14.0,1.04,0.082,-0.067,1.103,0.178,-0.178,0.039,0.125,-0.174,0.404,0.262,nan,3.39,87.97243,46.72402,0.469,0.149,0.166,793,7.762,0.028,76.466,33.506,cubic
S01508.01,SIMULATED,K01508,7690844,1,15.689,1.123,0.102,-0.153,0.904,0.236,-0.084,0.331,0.185,-0.104,0.366,0.284,nan,3.05,22.04598,17.82316,0.705,0.193,-2.068,956,3.936,0.031,38.038,28.65,cubic
S03109.01,SIMULATED,K03109,11572193,1,13.688,1.331,0.094,-0.077,1.164,0.259,-0.111,0.076,0.142,-0.081,0.307,0.317,nan,1.79,10.67616,8.39966,0.796,0.39,2.806,198,2.171,0.014,19.289,20.781,cubic
S00826.01,SIMULATED,K00826,5272878,1,15.09,0.773,0.098,-0.109,0.743,0.212,-0.071,0.424,0.187,-0.095,0.386,0.271,nan,2.44,6.36584,3.19245,0.539,0.213,1.815,905,1.938,0.03,17.853,75.57,cubic
S02090.01,SIMULATED,K02090,11348997,1,15.535,0.628,0.023,-0.035,0.556,0.032,-0.027,0.711,0.049,-0.049,0.686,0.069,nan,1.69,5.13249,1.88719,0.737,0.012,0.035,775,1.457,0.028,19.271,41.953,cubic
S04614.01,SIMULATED,K04614,7583650,1,13.784,1.168,0.192,-0.157,1.217,0.428,-0.263,-0.039,0.225,-0.238,0.293,0.31,nan,2.767,6.45468,3.98463,0.431,0.377,-1.514,434,5.376,0.021,12.625,80.73,cubic
S00252.01,SIMULATED,K00252,11187837,1,15.613,0.554,0.035,-0.043,0.516,0.03,-0.046,0.755,0.054,-0.096,0.477,0.258,nan,2.64,17.60461,5.33265,0.852,0.058,1.023,2202,1.717,0.047,45.347,68.183,cubic
S03801.01,SIMULATED,K03801,8827930,1,15.999,0.904,0.074,-0.061,1.462,0.191,-0.212,-0.389,0.126,-0.202,0.41,0.26,nan,4.066,288.3125,264.67828,0.687,0.184,-3.121,650,13.622,0.026,121.512,7.507,cubic
S01481.01,SIMULATED,K01481,9597806,1,15.455,1.002,0.127,-0.127,0.738,0.297,-0.099,0.547,0.222,-0.118,0.404,0.262,nan,2.84,5.10138,3.53863,0.527,0.079,-0.723,1246,2.162,0.035,16.922,73.543,cubic
S01818.01,SIMULATED,K01818,7870032,1,14.101,0.876,0.055,-0.055,0.997,0.098,-0.053,0.095,0.094,-0.064,0.453,0.233,nan,2.54,16.87731,14.06012,0.707,0.388,2.576,545,2.74,0.023,26.564,35.591,cubic
S00084.01,SIMULATED,K00084,2571238,1,11.898,0.917,0.038,-0.076,0.761,0.099,-0.04,0.467,0.101,-0.056,0.442,0.24,nan,2.1,9.28696,2.42966,0.425,0.367,2.845,640,2.344,0.025,23.733,201.915,cubic
S03323.01,SIMULATED,K03323,5193659,1,15.076,0.881,0.068,-0.056,1.545,0.216,-0.297,-0.472,0.127,-0.269,0.464,0.229,nan,2.06,14.31962,14.13741,0.174,0.147,0.409,149,6.625,0.012,15.4,10.898,cubic
S02356.01,SIMULATED,K02356,11461844,1,14.5,1.179,0.133,-0.148,0.702,0.312,-0.125,0.681,0.218,-0.14,0.359,0.287,nan,2.459,13.68237,10.81919,0.376,0.325,-1.066,1031,3.666,0.032,36.223,85.643,cubic
S02401.01,SIMULATED,K02401,10336951,1,14.847,0.562,0.067,-0.038,0.574,0.05,-0.05,0.621,0.077,-0.088,0.641,0.097,nan,1.51,38.22935,36.72025,0.866,0.133,-2.823,580,2.405,0.024,68.615,17.573,cubic
S00856.01,SIMULATED,K00856,6526710,1,15.344,0.816,0.139,-0.139,1.177,0.303,-0.101,-0.152,0.224,-0.12,0.345,0.292,nan,7.892,39.74893,38.42544,0.107,0.129,0.286,3776,7.886,0.061,38.899,171.312,cubic
S00022.01,SIMULATED,K00022,9631995,1,13.435,1.068,0.071,-0.079,1.239,0.209,-0.139,-0.102,0.134,-0.122,0.373,0.283,nan,6.68,7.89145,0.62394,0.939,0.481,1.629,2442,1.219,0.049,13.761,381.096,cubic
S07744.01,SIMULATED,K07744,5877292,1,15.171,1.355,0.148,-0.164,1.268,0.366,-0.122,-0.028,0.24,-0.133,0.324,0.303,nan,1.819,11.72017,2.78866,0.425,0.125,0.403,173,4.113,0.013,18.956,10.137,cubic
S01017.01,SIMULATED,K01017,8174625,1,15.007,0.89,0.111,-0.074,0.954,0.261,-0.141,0.16,0.199,-0.165,0.453,0.233,nan,3.24,17.44479,12.90569,0.104,0.175,-1.377,969,5.695,0.031,28.537,57.713,cubic
S02856.01,SIMULATED,K02856,5688910,1,15.323,1.043,0.16,-0.12,0.888,0.345,-0.148,0.323,0.225,-0.155,0.359,0.287,nan,2.88,25.87309,4.03863,0.083,0.383,-0.866,884,6.294,0.03,42.055,23.826,cubic
S05597.01,SIMULATED,K05597,9011877,1,13.725,0.754,0.056,-0.028,0.828,0.041,-0.065,0.273,0.047,-0.078,0.575,0.15,nan,2.499,7.7771,6.46189,0.692,0.316,-2.99,766,2.479,0.028,18.166,102.453,cubic
S04797.01,SIMULATED,K04797,7771181,1,15.693,0.827,0.086,-0.053,0.831,0.06,-0.066,0.308,0.081,-0.102,0.602,0.126,nan,2.499,9.97202,4.26678,0.275,0.172,-2.927,759,3.504,0.028,22.018,28.702,cubic
S04776.01,SIMULATED,K04776,8054719,1,14.84,0.781,0.094,-0.043,0.853,0.191,-0.139,0.25,0.169,-0.182,0.299,0.306,nan,2.902,7.58616,0.93604,0.765,0.357,-1.113,973,3.143,0.031,17.553,75.135,cubic
S00504.01,SIMULATED,K00504,5461440,1,14.56,0.863,0.062,-0.048,1.248,0.144,-0.118,-0.204,0.115,-0.123,0.46,0.229,nan,2.67,40.60689,21.32015,0.591,0.082,0.362,384,6.583,0.02,37.928,21.464,cubic
S02898.01,SIMULATED,K02898,11129258,1,15.535,0.973,0.137,-0.137,0.739,0.312,-0.104,0.531,0.224,-0.12,0.319,0.302,nan,2.44,25.38418,1.15728,0.07,0.395,0.765,915,2.95,0.03,48.737,22.787,cubic
S05943.01,SIMULATED,K05943,11923213,1,14.172,1.095,0.098,-0.071,1.157,0.246,-0.27,-0.001,0.14,-0.232,0.405,0.264,nan,1.87,27.20207,5.46583,0.126,0.32,-1.74,219,8.542,0.015,33.911,17.389,cubic
S04780.01,SIMULATED,K04780,3849187,1,15.414,0.979,0.085,-0.113,0.8,0.207,-0.069,0.431,0.181,-0.091,0.46,0.229,nan,1.967,6.6018,2.91843,0.947,0.264,-1.709,507,1.384,0.023,18.383,21.214,cubic
S07992.01,SIMULATED,K07992,10214341,1,14.635,1.017,0.123,-0.123,0.906,0.294,-0.098,0.284,0.217,-0.114,0.287,0.307,nan,1.84,277.13336,17.48717,0.221,0.264,-3.079,346,10.398,0.019,198.464,10.789,cubic
S06293.01,SIMULATED,K06293,2834463,1,14.199,0.687,0.169,-0.123,0.791,0.353,-0.126,0.292,0.231,-0.131,0.319,0.302,nan,3.381,5.88837,4.23482,0.8,0.196,2.196,1535,1.652,0.039,15.311,174.955,cubic
S02067.01,SIMULATED,K02067,9304101,1,12.584,0.903,0.093,-0.067,1.404,0.223,-0.298,-0.338,0.13,-0.267,0.405,0.264,nan,1.77,13.24503,4.4964,0.914,0.01,2.445,133,2.691,0.012,16.212,22.134,cubic
S00580.01,SIMULATED,K00580,8625925,1,14.856,1.128,0.104,-0.127,0.915,0.217,-0.087,0.317,0.182,-0.111,0.393,0.268,nan,2.54,6.52121,3.66883,0.02,0.285,-0.413,647,3.31,0.025,16.711,63.78,cubic
S00348.01,SIMULATED,K00348,11194032,1,13.933,0.728,0.032,-0.043,0.68,0.039,-0.028,0.515,0.051,-0.044,0.627,0.108,nan,3.27,28.51118,5.40696,0.07,0.038,0.367,1946,4.305,0.044,52.003,153.674,cubic
S01007.01,SIMULATED,K01007,1725016,1,15.242,0.725,0.14,-0.127,1.126,0.297,-0.099,-0.145,0.221,-0.117,0.351,0.289,nan,2.01,7.40743,4.51802,0.448,0.263,-0.28,267,4.216,0.016,12.755,12.659,cubic
S01489.01,SIMULATED,K01489,9823487,1,15.554,0.881,0.057,-0.092,0.793,0.111,-0.056,0.396,0.118,-0.082,0.509,0.196,nan,2.24,16.0046,6.33002,0.493,0.181,-2.597,670,3.696,0.026,32.309,24.09,cubic
S03258.01,SIMULATED,K03258,4366323,1,15.676,0.916,0.082,-0.112,0.773,0.166,-0.071,0.446,0.157,-0.099,0.386,0.271,nan,1.88,40.35117,16.94356,0.167,0.612,2.841,496,3.347,0.022,62.193,9.804,cubic
S05654.01,SIMULATED,K05654,9304976,1,13.823,0.695,0.104,-0.045,0.713,0.102,-0.092,0.433,0.116,-0.132,0.454,0.234,nan,3.28,54.69604,24.97136,0.655,0.357,-1.0,1780,6.004,0.042,75.38,21.014,cubic
S01985.01,SIMULATED,K01985,8142942,1,13.708,0.742,0.035,-0.05,0.723,0.048,-0.03,0.442,0.058,-0.045,0.568,0.153,nan,2.24,5.75625,5.06727,0.825,0.366,1.927,807,1.107,0.028,16.927,102.804,cubic
S02532.01,SIMULATED,K02532,5174858,1,15.43,0.787,0.046,-0.093,0.758,0.124,-0.057,0.407,0.121,-0.077,0.526,0.186,nan,2.27,7.97097,3.47071,0.836,0.086,-1.135,754,1.923,0.027,20.463,39.136,cubic
S02900.01,SIMULATED,K02900,4846856,1,15.266,0.776,0.106,-0.049,0.805,0.105,-0.086,0.321,0.117,-0.121,0.477,0.218,nan,2.08,46.15099,37.88507,0.33,0.175,-2.417,560,6.157,0.024,61.784,12.576,cubic
S01470.01,SIMULATED,K01470,9480310,1,15.703,1.092,0.11,-0.138,0.8,0.282,-0.094,0.478,0.214,-0.113,0.366,0.284,nan,4.3,15.43401,2.41758,0.471,0.294,-0.238,2426,3.382,0.049,33.567,70.907,cubic
S02047.01,SIMULATED,K02047,11457726,1,13.977,1.281,0.08,-0.08,1.052,0.186,-0.062,0.19,0.135,-0.06,0.324,0.303,nan,1.59,6.22161,5.18234,0.877,0.287,-0.792,191,1.984,0.014,14.693,29.816,cubic
S03335.01,SIMULATED,K03335,10922659,1,15.82,1.163,0.158,-0.173,1.043,0.365,-0.122,0.16,0.235,-0.13,0.329,0.302,nan,2.29,31.25432,18.09211,0.33,0.042,-0.689,405,5.62,0.02,42.101,12.323,cubic
S02302.01,SIMULATED,K02302,7542813,1,14.989,0.743,0.117,-0.088,0.874,0.268,-0.134,0.196,0.202,-0.156,0.303,0.303,nan,1.71,16.86005,15.38983,0.18,0.071,1.785,322,4.199,0.018,28.689,21.969,cubic
S04763.01,SIMULATED,K04763,8349399,1,14.046,1.09,0.145,-0.118,1.043,0.327,-0.201,0.132,0.213,-0.216,0.351,0.289,nan,1.57,56.44643,36.13753,0.774,0.063,0.381,190,4.506,0.014,61.109,11.944,cubic
S05769.01,SIMULATED,K05769,10146103,1,14.498,1.068,0.057,-0.063,1.266,0.164,-0.082,-0.13,0.126,-0.083,0.419,0.256,nan,2.636,7.58063,1.13248,0.298,0.222,0.756,364,3.646,0.019,13.107,46.903,cubic
S02191.01,SIMULATED,K02191,5601258,1,14.911,0.614,0.028,-0.038,0.554,0.033,-0.033,0.707,0.054,-0.063,0.477,0.258,nan,1.702,8.84784,4.0538,0.039,0.144,0.123,793,2.446,0.028,27.625,43.939,cubic
S02005.01,SIMULATED,K02005,6665512,1,14.832,0.56,0.061,-0.038,0.63,0.049,-0.054,0.499,0.077,-0.098,0.641,0.097,nan,2.845,6.92101,1.5007,0.215,0.298,-0.927,1712,3.378,0.041,19.987,106.022,cubic
S02043.01,SIMULATED,K02043,3448130,1,14.087,1.129,0.105,-0.073,1.552,0.228,-0.254,-0.371,0.132,-0.215,0.405,0.264,nan,3.55,78.54558,35.52555,0.821,0.099,-1.574,439,7.768,0.021,51.79,17.139,cubic
S02469.01,SIMULATED,K02469,6149910,1,15.048,0.763,0.048,-0.028,0.817,0.028,-0.06,0.296,0.036,-0.076,0.575,0.15,nan,2.34,131.19203,122.25731,0.723,0.08,-1.674,690,6.505,0.026,121.575,14.329,cubic
S00429.01,SIMULATED,K00429,10616679,1,14.486,0.749,0.109,-0.054,0.894,0.103,-0.094,0.17,0.111,-0.127,0.49,0.208,nan,4.17,8.6001,5.84266,0.138,0.122,3.033,1828,3.709,0.043,17.946,139.071,cubic
S03363.01,SIMULATED,K03363,11651712,1,13.785,0.997,0.131,-0.131,1.022,0.279,-0.093,0.119,0.216,-0.114,0.351,0.289,nan,1.69,14.53259,4.12495,0.265,0.179,-0.207,229,4.538,0.015,24.489,25.223,cubic
S06892.01,SIMULATED,K06892,7602351,1,14.989,1.139,0.093,-0.07,1.303,0.209,-0.256,-0.139,0.125,-0.225,0.405,0.264,nan,1.87,17.5806,1.31161,0.925,0.199,2.744,173,2.217,0.013,22.809,8.436,cubic
S04460.01,SIMULATED,K04460,9947389,1,14.636,0.944,0.066,-0.038,0.825,0.158,-0.158,0.375,0.119,-0.163,0.46,0.229,nan,2.02,284.71212,33.38566,0.338,0.062,1.774,504,9.119,0.022,216.592,14.901,cubic
S01412.01,SIMULATED,K01412,8950853,1,13.601,1.307,0.074,-0.089,1.414,0.232,-0.174,-0.186,0.139,-0.147,0.381,0.28,nan,3.04,37.81453,6.77722,0.138,0.204,1.03,388,6.635,0.02,36.669,39.697,cubic
S00557.01,SIMULATED,K00557,5774349,1,14.97,0.705,0.099,-0.058,0.853,0.104,-0.104,0.204,0.107,-0.136,0.497,0.204,nan,2.55,15.65563,8.24779,0.159,0.223,-0.165,750,4.471,0.027,27.465,39.258,cubic
S01094.01,SIMULATED,K01094,2721030,1,15.678,1.214,0.129,-0.129,0.736,0.299,-0.1,0.633,0.227,-0.121,0.351,0.289,nan,2.59,6.10028,5.15051,0.902,0.113,-1.267,1041,1.281,0.032,20.368,39.945,cubic
S06601.01,SIMULATED,K06601,5597361,1,14.604,1.11,0.134,-0.11,0.451,0.303,-0.202,1.232,0.204,-0.224,0.351,0.289,nan,1.62,17.9926,2.63401,0.27,0.116,-1.17,1085,2.297,0.033,66.367,48.185,cubic
S02346.01,SIMULATED,K02346,8561231,1,15.658,0.8,0.09,-0.11,0.723,0.197,-0.071,0.475,0.178,-0.096,0.386,0.271,nan,2.69,28.68532,5.4878,0.196,0.302,2.002,1163,3.288,0.034,50.628,29.974,cubic
S02691.01,SIMULATED,K02691,4552729,1,14.981,0.743,0.065,-0.071,0.628,0.063,-0.057,0.625,0.081,-0.091,0.619,0.114,nan,3.05,97.4461,70.16398,0.74,0.133,-1.589,1979,4.881,0.044,128.411,50.34,cubic
S03298.01,SIMULATED,K03298,8151055,1,15.947,0.609,0.07,-0.051,0.726,0.051,-0.057,0.351,0.075,-0.096,0.658,0.083,nan,2.24,29.96335,18.64473,0.762,0.02,-2.331,800,3.383,0.028,47.415,18.268,cubic
S07327.01,SIMULATED,K07327,10450504,1,15.864,0.773,0.09,-0.055,0.837,0.057,-0.076,0.269,0.073,-0.109,0.558,0.161,nan,1.88,17.99083,9.11794,0.253,0.029,0.525,424,4.227,0.021,31.679,11.554,cubic
S04663.01,SIMULATED,K04663,7515336,1,12.715,0.877,0.079,-0.064,1.025,0.218,-0.266,0.061,0.132,-0.245,0.405,0.264,nan,2.677,5.6569,4.96403,0.18,0.134,-0.878,573,3.862,0.024,12.483,170.415,cubic
S01790.01,SIMULATED,K01790,6504954,1,15.254,1.151,0.138,-0.138,0.593,0.334,-0.111,0.892,0.232,-0.125,0.366,0.284,nan,7.7,130.35438,94.27091,0.806,0.141,-2.256,14188,4.493,0.119,191.348,252.446,cubic
S03445.01,SIMULATED,K03445,11860395,1,15.654,0.966,0.079,-0.072,1.34,0.208,-0.312,-0.247,0.119,-0.275,0.464,0.229,nan,4.47,82.30513,45.29866,0.747,0.045,-1.498,935,7.949,0.031,58.735,20.568,cubic
S06538.01,SIMULATED,K06538,5193439,1,14.52,1.31,0.153,-0.139,1.015,0.334,-0.119,0.246,0.23,-0.133,0.319,0.302,nan,2.648,129.84736,61.23816,0.143,0.106,-0.954,571,9.411,0.024,116.271,23.972,cubic
S00785.01,SIMULATED,K00785,12070811,1,15.505,0.752,0.08,-0.089,0.581,0.152,-0.065,0.733,0.157,-0.097,0.398,0.266,nan,2.66,12.39352,0.50592,0.023,0.121,1.559,1761,2.476,0.042,35.275,63.249,sinusoidal
S04764.01,SIMULATED,K04764,6043562,1,15.809,0.75,0.078,-0.086,0.861,0.112,-0.06,0.219,0.122,-0.089,0.49,0.208,nan,3.308,31.42164,26.4399,0.629,0.111,-0.816,1240,4.827,0.035,44.224,33.594,sinusoidal
S03465.01,SIMULATED,K03465,9763612,1,13.136,0.925,0.028,-0.08,0.95,0.066,-0.035,0.183,0.067,-0.048,0.47,0.224,nan,3.427,16.05053,7.19947,0.935,0.368,-3.056,1094,1.884,0.033,27.48,130.234,sinusoidal
S01159.01,SIMULATED,K01159,10354039,1,15.332,0.915,0.068,-0.055,0.865,0.09,-0.099,0.299,0.088,-0.121,0.59,0.14,nan,5.4,64.61757,12.22685,0.081,0.265,0.201,3271,6.266,0.057,76.018,93.962,sinusoidal
S03069.01,SIMULATED,K03069,4676964,1,14.914,1.072,0.122,-0.11,0.824,0.309,-0.19,0.431,0.206,-0.205,0.419,0.256,nan,1.88,43.10272,37.4653,0.218,0.238,-2.048,437,6.295,0.021,64.241,17.677,sinusoidal
S04680.01,SIMULATED,K04680,4587135,1,15.487,0.696,0.077,-0.096,0.717,0.181,-0.06,0.426,0.179,-0.089,0.356,0.286,nan,1.54,54.08137,16.44818,0.377,0.152,-2.927,388,5.375,0.02,74.418,8.73,sinusoidal
S02617.01,SIMULATED,K02617,4915638,1,15.868,0.763,0.078,-0.104,0.865,0.132,-0.066,0.22,0.138,-0.099,0.49,0.208,nan,2.854,8.6305,6.82059,0.353,0.092,-3.098,914,3.413,0.03,18.697,39.605,sinusoidal
S07539.01,SIMULATED,K07539,12519942,1,14.813,0.703,0.119,-0.059,0.775,0.223,-0.079,0.328,0.202,-0.104,0.554,0.163,nan,2.211,15.3418,6.38801,0.927,0.119,-3.077,683,1.732,0.026,29.811,29.073,sinusoidal
S02304.01,SIMULATED,K02304,8042453,1,15.356,1.076,0.123,-0.135,0.725,0.267,-0.089,0.6,0.212,-0.112,0.351,0.289,nan,1.64,11.17393,7.52485,0.31,0.076,-2.296,429,2.953,0.021,29.725,24.872,sinusoidal
S03436.01,SIMULATED,K03436,6265665,1,13.509,0.646,0.1,-0.05,0.926,0.079,-0.079,0.059,0.095,-0.113,0.551,0.165,nan,1.92,44.20182,13.72674,0.009,0.116,1.84,360,6.259,0.019,49.11,18.955,sinusoidal
S03025.01,SIMULATED,K03025,9716391,1,16.239,0.929,0.064,-0.1,0.715,0.161,-0.069,0.554,0.151,-0.093,0.46,0.229,nan,1.84,13.18293,4.96072,0.508,0.035,2.866,556,2.765,0.024,32.054,13.436,sinusoidal
S03455.01,SIMULATED,K03455,6947668,1,15.802,0.89,0.114,-0.125,0.873,0.26,-0.081,0.276,0.213,-0.106,0.393,0.268,nan,3.415,14.05468,1.22806,0.542,0.244,1.592,1287,2.737,0.036,27.011,44.449,sinusoidal
S01506.01,SIMULATED,K01506,12254792,1,14.982,1.16,0.101,-0.111,0.953,0.225,-0.075,0.276,0.199,-0.102,0.373,0.279,nan,2.92,40.4301,2.75017,0.625,0.447,-3.107,788,4.192,0.028,54.645,24.079,sinusoidal
S01399.01,SIMULATED,K01399,9100484,1,15.92,0.826,0.037,-0.085,0.785,0.078,-0.046,0.382,0.085,-0.067,0.59,0.14,nan,2.27,8.75061,4.87504,0.258,0.309,-0.063,702,3.017,0.027,21.362,23.11,sinusoidal
S07621.01,SIMULATED,K07621,1025986,1,10.15,0.803,0.073,-0.036,1.284,0.207,-0.23,-0.271,0.139,-0.232,0.437,0.243,nan,1.86,275.07359,210.18373,0.532,0.164,1.714,176,11.937,0.013,128.902,7.177,sinusoidal
