planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S01141.01,SIMULATED,K01141,8346392,1,15.95,0.609,0.028,-0.038,0.507,0.033,-0.033,0.818,0.054,-0.064,0.508,0.224,nan,1.039,4.86474,2.50819,0.724,0.326,5.372,352,1.681,0.019,20.189,20.8,cubic
S04310.01,SIMULATED,K04310,7103919,1,14.587,0.891,0.122,-0.052,0.887,0.19,-0.127,0.255,0.173,-0.168,0.421,0.252,nan,1.196,7.64147,1.76298,0.978,0.143,1.273,152,0.752,0.012,17.708,11.3,cubic
S03307.01,SIMULATED,K03307,6131130,1,15.654,0.964,0.113,-0.061,0.799,0.151,-0.113,0.426,0.141,-0.145,0.497,0.204,nan,1.24,1.58914,1.54652,0.63,0.125,2.922,202,1.323,0.014,7.085,11.1,cubic
S02397.01,SIMULATED,K02397,9269042,1,15.563,0.644,0.082,-0.044,0.654,0.074,-0.059,0.512,0.095,-0.09,0.454,0.234,nan,1.291,17.35349,10.6309,0.359,0.851,3.054,327,1.658,0.018,37.262,20.0,cubic
S05245.01,SIMULATED,K05245,6184894,1,13.028,0.735,0.085,-0.034,0.786,0.082,-0.074,0.33,0.1,-0.109,0.398,0.266,nan,1.778,24.27079,18.29262,0.174,0.073,4.854,430,4.95,0.021,40.524,49.4,cubic
S05628.01,SIMULATED,K05628,9157030,1,15.712,0.828,0.061,-0.075,0.706,0.074,-0.049,0.521,0.092,-0.08,0.619,0.114,nan,1.133,13.45721,9.291,0.29,0.032,3.337,216,3.175,0.015,31.673,10.4,cubic
S00924.01,SIMULATED,K00924,8951215,1,15.229,0.847,0.155,-0.155,0.906,0.332,-0.111,0.206,0.229,-0.125,0.319,0.302,nan,1.804,20.27296,15.25301,0.242,0.312,0.519,333,3.858,0.018,32.677,26.6,cubic
S04068.01,SIMULATED,K04068,6226908,1,15.412,0.953,0.12,-0.074,0.95,0.294,-0.181,0.194,0.21,-0.209,0.453,0.233,nan,2.243,18.68418,16.58827,0.182,0.772,3.433,468,3.819,0.022,30.68,23.7,cubic
S00180.01,SIMULATED,K00180,9573539,1,13.024,0.937,0.04,-0.08,0.883,0.109,-0.039,0.283,0.105,-0.053,0.404,0.262,nan,1.747,9.19303,6.59999,0.026,0.062,0.654,328,3.361,0.018,20.46,66.5,cubic
S02664.01,SIMULATED,K02664,5562090,1,15.652,0.702,0.098,-0.057,0.775,0.088,-0.088,0.327,0.099,-0.122,0.49,0.208,nan,1.912,29.70448,13.12711,0.913,0.698,1.024,511,1.013,0.023,46.285,15.0,cubic
S02654.01,SIMULATED,K02654,9664142,1,15.785,1.022,0.104,-0.127,1.002,0.26,-0.087,0.156,0.21,-0.111,0.393,0.268,nan,2.246,5.42207,2.64046,0.474,0.632,5.059,422,5.486,0.021,13.057,15.4,cubic
S02631.01,SIMULATED,K02631,7584650,1,13.468,1.096,0.045,-0.076,1.015,0.143,-0.045,0.169,0.118,-0.05,0.419,0.256,nan,1.179,2.07708,1.10332,0.104,0.029,1.321,113,2.237,0.011,6.958,21.4,cubic
S04466.01,SIMULATED,K04466,7272132,1,15.015,1.014,0.146,-0.12,1.102,0.311,-0.111,0.029,0.222,-0.125,0.307,0.306,nan,1.934,16.94575,1.82518,0.115,0.381,4.538,259,7.643,0.016,25.316,13.5,cubic
S02403.01,SIMULATED,K02403,2142522,1,12.867,1.179,0.077,-0.094,0.813,0.203,-0.125,0.491,0.133,-0.111,0.373,0.283,nan,1.358,19.15031,8.21913,0.419,0.714,2.02,234,1.473,0.015,39.162,16.3,cubic
S03179.01,SIMULATED,K03179,6153407,1,10.884,0.941,0.063,-0.063,0.83,0.135,-0.079,0.366,0.114,-0.086,0.404,0.262,nan,1.268,10.82015,8.39979,0.037,0.59,0.961,196,1.876,0.014,24.312,8.6,cubic
S03049.01,SIMULATED,K03049,6263593,1,15.037,0.631,0.049,-0.045,0.611,0.052,-0.042,0.591,0.081,-0.079,0.641,0.097,nan,1.457,20.13745,9.75268,0.637,0.376,0.539,477,2.184,0.022,43.735,13.3,cubic
S03039.01,SIMULATED,K03039,5445681,1,13.914,0.914,0.13,-0.107,0.788,0.282,-0.152,0.421,0.206,-0.176,0.345,0.292,nan,1.485,23.51413,14.25158,0.751,0.235,3.087,298,2.781,0.017,42.547,16.6,cubic
S02296.01,SIMULATED,K02296,11498128,1,14.552,0.881,0.063,-0.057,1.221,0.135,-0.09,-0.166,0.114,-0.098,0.404,0.262,nan,2.213,1.47243,1.15919,0.992,0.216,3.309,218,0.609,0.017,4.276,24.0,cubic
S00694.01,SIMULATED,K00694,8802165,1,13.939,1.059,0.046,-0.073,0.994,0.149,-0.047,0.182,0.123,-0.053,0.428,0.251,nan,2.24,1.80806,1.55059,0.131,0.582,0.357,426,1.482,0.021,6.403,114.3,cubic
S04581.01,SIMULATED,K04581,2572029,1,13.549,1.224,0.167,-0.125,1.192,0.355,-0.191,0.008,0.22,-0.194,0.359,0.287,nan,1.324,7.15544,1.16289,0.758,0.617,3.216,103,2.151,0.01,14.021,7.8,cubic
S05597.01,SIMULATED,K05597,9011877,1,13.725,0.861,0.056,-0.028,0.807,0.041,-0.065,0.364,0.047,-0.078,0.575,0.15,nan,1.21,0.54938,0.22824,0.619,0.438,5.235,189,1.508,0.014,3.329,10.6,cubic
S01969.01,SIMULATED,K01969,9244756,1,15.017,1.134,0.061,-0.061,0.729,0.161,-0.094,0.615,0.123,-0.094,0.419,0.256,nan,2.014,18.80088,4.73527,0.236,0.066,0.902,640,3.195,0.025,42.539,34.0,cubic
S00503.01,SIMULATED,K00503,5340644,1,15.0,0.644,0.029,-0.033,0.631,0.025,-0.031,0.557,0.038,-0.052,0.666,0.085,nan,1.77,25.73203,23.64614,0.618,0.656,1.257,660,1.49,0.026,50.177,67.0,cubic
S03421.01,SIMULATED,K03421,5004909,1,13.935,1.292,0.091,-0.111,1.493,0.249,-0.166,-0.262,0.143,-0.134,0.329,0.302,nan,2.244,0.83095,0.22048,0.016,0.129,1.616,189,2.135,0.014,2.712,17.3,cubic
S00580.01,SIMULATED,K00580,8625925,1,14.856,0.962,0.104,-0.127,0.793,0.217,-0.087,0.435,0.182,-0.111,0.393,0.268,nan,2.228,14.05606,11.06908,0.134,0.377,0.08,664,3.219,0.026,30.529,69.8,cubic
S03060.01,SIMULATED,K03060,11019987,1,12.788,1.204,0.102,-0.114,1.598,0.252,-0.227,-0.381,0.139,-0.181,0.324,0.305,nan,1.13,3.58746,2.78374,0.746,0.744,6.245,42,1.956,0.006,6.565,12.5,cubic
S05863.01,SIMULATED,K05863,11080702,1,14.219,0.913,0.105,-0.076,0.775,0.359,-0.083,0.442,0.272,-0.102,0.417,0.254,nan,1.354,21.571,8.4844,0.781,0.631,4.053,256,4.061,0.016,40.819,12.3,cubic
S03436.01,SIMULATED,K03436,6265665,1,13.509,0.772,0.1,-0.05,0.652,0.079,-0.079,0.593,0.095,-0.113,0.551,0.165,nan,1.293,21.29707,20.15477,0.465,0.882,4.005,330,4.632,0.018,45.458,18.6,cubic
S02031.01,SIMULATED,K02031,5940165,1,14.796,0.594,0.07,-0.051,0.672,0.046,-0.061,0.442,0.067,-0.1,0.666,0.078,nan,2.229,12.17362,0.00579,0.61,0.525,5.078,926,4.631,0.03,27.882,24.2,cubic
S04478.01,SIMULATED,K04478,8636600,1,14.58,0.712,0.095,-0.059,0.87,0.08,-0.088,0.183,0.089,-0.118,0.568,0.153,nan,1.21,6.45852,6.30675,0.963,0.123,3.41,162,1.062,0.013,14.981,11.6,cubic
S04497.01,SIMULATED,K04497,12645057,1,15.17,0.845,0.087,-0.106,0.76,0.181,-0.06,0.434,0.172,-0.087,0.356,0.286,nan,1.125,23.18638,0.86659,0.091,0.149,5.678,184,4.539,0.014,42.59,12.1,cubic
S06985.01,SIMULATED,K06985,8180290,1,14.347,1.029,0.11,-0.128,0.894,0.306,-0.087,0.307,0.227,-0.104,0.344,0.292,nan,1.187,16.18574,0.99963,0.842,0.735,3.525,148,2.137,0.012,30.398,7.3,cubic
S00811.01,SIMULATED,K00811,4049131,1,15.398,0.565,0.085,-0.054,0.879,0.063,-0.07,0.069,0.077,-0.098,0.568,0.153,nan,2.141,18.13368,12.77103,0.226,0.089,3.578,498,5.234,0.022,27.307,78.5,cubic
S02657.01,SIMULATED,K02657,9283156,1,12.869,0.84,0.056,-0.046,0.925,0.085,-0.059,0.175,0.087,-0.073,0.434,0.243,nan,1.239,22.75313,22.31949,0.744,0.794,4.21,150,6.922,0.012,34.473,15.1,cubic
S05104.01,SIMULATED,K05104,4918303,1,15.531,1.265,0.13,-0.159,1.228,0.282,-0.101,-0.017,0.204,-0.116,0.366,0.284,nan,1.932,18.36334,16.75286,0.632,0.08,1.851,207,3.996,0.014,25.791,10.2,cubic
S00499.01,SIMULATED,K00499,4847534,1,14.272,0.919,0.074,-0.082,0.869,0.148,-0.08,0.296,0.14,-0.105,0.517,0.191,nan,1.938,12.84119,0.73381,0.883,0.283,4.607,418,2.596,0.02,25.831,36.9,cubic
S04456.01,SIMULATED,K04456,3557560,1,15.128,0.967,0.074,-0.054,1.234,0.191,-0.233,-0.139,0.124,-0.22,0.405,0.264,nan,1.956,22.60468,7.73208,0.356,0.668,4.51,211,13.105,0.015,26.972,9.8,cubic
S02159.01,SIMULATED,K02159,8804455,1,13.482,0.999,0.078,-0.057,1.171,0.163,-0.147,-0.057,0.122,-0.149,0.404,0.262,nan,1.202,6.7753,1.14212,0.037,0.277,3.298,88,4.08,0.009,12.864,24.5,cubic
S05117.01,SIMULATED,K05117,5027859,1,15.986,0.837,0.083,-0.102,0.707,0.176,-0.063,0.524,0.169,-0.09,0.434,0.243,nan,1.911,9.4336,4.41777,0.141,0.404,5.267,614,4.071,0.025,25.059,10.1,cubic
S03497.01,SIMULATED,K03497,8424002,1,13.393,0.235,0.066,-0.081,0.357,0.051,-0.07,0.86,0.128,-0.271,0.357,0.366,nan,1.141,11.24521,0.68648,0.315,0.552,4.715,856,4.292,0.029,36.463,26.8,cubic
S06664.01,SIMULATED,K06664,6111011,1,15.559,0.926,0.079,-0.095,0.853,0.138,-0.059,0.322,0.148,-0.092,0.398,0.266,nan,1.414,24.8905,18.20427,0.273,0.472,2.144,230,2.863,0.015,40.976,7.7,cubic
S04428.01,SIMULATED,K04428,5126182,1,14.634,0.817,0.096,-0.096,0.889,0.218,-0.068,0.214,0.2,-0.095,0.356,0.286,nan,1.285,26.99215,5.10009,0.159,0.2,3.959,175,5.945,0.013,39.795,14.0,cubic
S00110.01,SIMULATED,K00110,9450647,1,12.663,1.305,0.093,-0.093,1.508,0.219,-0.128,-0.271,0.138,-0.11,0.329,0.302,nan,2.02,29.91741,21.68938,0.598,0.791,4.087,150,10.837,0.012,29.388,161.4,sinusoidal
S01848.01,SIMULATED,K01848,7430034,1,13.429,1.126,0.073,-0.066,1.272,0.193,-0.123,-0.113,0.13,-0.111,0.373,0.283,nan,2.157,17.2375,12.63172,0.127,0.83,4.86,241,18.004,0.016,22.965,47.6,sinusoidal
S05874.01,SIMULATED,K05874,11152511,1,13.618,0.911,0.061,-0.039,1.121,0.124,-0.124,-0.04,0.103,-0.133,0.46,0.229,nan,2.211,6.14203,4.06839,0.454,0.094,5.543,326,3.73,0.018,12.206,19.7,sinusoidal
S02164.01,SIMULATED,K02164,7204981,1,15.162,0.829,0.064,-0.032,1.057,0.105,-0.116,-0.004,0.091,-0.127,0.517,0.191,nan,1.794,9.82281,7.55435,0.779,0.242,4.59,242,3.644,0.016,17.159,25.1,sinusoidal
S00958.01,SIMULATED,K00958,1026957,1,12.559,0.745,0.034,-0.049,0.744,0.047,-0.029,0.406,0.058,-0.044,0.627,0.108,nan,1.85,6.04821,4.5935,0.905,0.167,3.383,519,1.33,0.023,17.019,60.0,sinusoidal
S03353.01,SIMULATED,K03353,7091432,1,14.598,0.844,0.106,-0.057,0.906,0.097,-0.088,0.204,0.106,-0.119,0.497,0.204,nan,1.798,15.82006,14.71047,0.8,0.18,2.256,330,2.377,0.018,27.663,16.1,sinusoidal
S05283.01,SIMULATED,K05283,6442735,1,14.043,1.078,0.128,-0.118,1.096,0.386,-0.087,0.062,0.274,-0.105,0.364,0.283,nan,1.066,6.94446,6.68157,0.417,0.328,5.117,79,4.605,0.009,14.325,9.8,sinusoidal
S03002.01,SIMULATED,K03002,3852655,1,13.256,1.006,0.078,-0.057,1.274,0.173,-0.173,-0.164,0.124,-0.173,0.404,0.262,nan,1.159,28.73388,25.06739,0.88,0.191,4.65,69,4.223,0.008,31.04,13.7,sinusoidal
S04452.01,SIMULATED,K04452,4474462,1,13.821,0.904,0.073,-0.053,1.17,0.178,-0.195,-0.099,0.125,-0.195,0.386,0.271,nan,1.077,1.40686,0.67539,0.734,0.3,2.729,71,1.477,0.008,4.367,14.2,sinusoidal
S07076.01,SIMULATED,K07076,8693536,1,14.299,1.257,0.169,-0.169,1.145,0.37,-0.148,0.072,0.223,-0.145,0.297,0.312,nan,1.376,2.83745,2.45664,0.773,0.503,2.633,121,1.241,0.011,7.952,10.7,sinusoidal
S03037.01,SIMULATED,K03037,6593150,1,15.861,1.076,0.083,-0.115,0.516,0.207,-0.069,1.044,0.186,-0.096,0.442,0.24,nan,1.236,17.13536,17.01905,0.785,0.721,4.744,483,3.825,0.022,55.585,14.2,sinusoidal
S02882.01,SIMULATED,K02882,5642620,1,15.398,0.611,0.062,-0.062,0.669,0.062,-0.05,0.458,0.088,-0.089,0.658,0.083,nan,1.781,8.54882,7.26662,0.1,0.66,6.184,595,2.399,0.024,22.309,16.1,sinusoidal
S03306.01,SIMULATED,K03306,6615511,1,15.759,1.343,0.119,-0.145,1.147,0.28,-0.093,0.098,0.216,-0.116,0.351,0.289,nan,2.119,22.26907,12.72381,0.673,0.224,6.14,286,4.077,0.017,32.034,13.1,sinusoidal
S07774.01,SIMULATED,K07774,6277410,1,15.421,0.775,0.1,-0.1,0.771,0.226,-0.071,0.377,0.202,-0.097,0.373,0.279,nan,1.312,1.81679,0.92025,0.52,0.642,1.651,243,0.762,0.016,7.465,8.8,sinusoidal
S07169.01,SIMULATED,K07169,9397900,1,12.931,0.996,0.188,-0.169,1.198,0.404,-0.218,-0.088,0.222,-0.2,0.291,0.311,nan,1.348,3.34688,0.18909,0.703,0.258,0.902,106,1.91,0.01,7.851,8.8,sinusoidal
S02338.01,SIMULATED,K02338,8099138,1,14.862,1.006,0.056,-0.056,0.802,0.135,-0.073,0.439,0.113,-0.078,0.41,0.26,nan,2.295,23.58921,17.39239,0.136,0.285,5.651,687,4.886,0.026,43.233,21.3,sinusoidal
S01583.01,SIMULATED,K01583,12602568,1,15.068,0.853,0.11,-0.11,0.771,0.238,-0.079,0.419,0.205,-0.105,0.386,0.271,nan,2.271,10.15797,10.12496,0.325,0.7,4.312,729,6.26,0.027,24.282,36.1,sinusoidal
S03245.01,SIMULATED,K03245,8073705,1,12.405,1.069,0.086,-0.078,1.342,0.21,-0.257,-0.206,0.13,-0.239,0.343,0.292,nan,1.237,11.89748,8.66431,0.562,0.254,1.598,71,3.516,0.008,16.705,17.4,sinusoidal
S02274.01,SIMULATED,K02274,7960980,1,15.909,0.983,0.057,-0.098,0.635,0.137,-0.059,0.734,0.134,-0.082,0.517,0.191,nan,2.271,21.35567,11.8037,0.547,0.308,0.574,1076,2.297,0.033,50.739,24.1,sinusoidal
S01821.01,SIMULATED,K01821,8832512,1,14.943,0.833,0.12,-0.065,1.087,0.239,-0.147,-0.039,0.193,-0.182,0.434,0.243,nan,2.073,0.34698,0.17822,0.191,0.701,4.806,305,3.71,0.017,1.798,31.3,sinusoidal
S02483.01,SIMULATED,K02483,9851662,1,14.503,0.704,0.117,-0.042,1.01,0.143,-0.117,-0.016,0.143,-0.159,0.398,0.266,nan,1.165,18.65282,14.32394,0.473,0.578,5.077,111,8.662,0.011,26.078,16.3,sinusoidal
S02656.01,SIMULATED,K02656,8636539,1,15.024,1.085,0.154,-0.154,1.213,0.334,-0.134,-0.067,0.223,-0.145,0.291,0.311,nan,1.312,13.43829,7.87971,0.424,0.134,1.739,98,4.09,0.01,20.149,15.1,sinusoidal
S04659.01,SIMULATED,K04659,2857607,1,13.664,0.918,0.099,-0.109,0.917,0.223,-0.074,0.224,0.196,-0.1,0.373,0.279,nan,1.354,7.80082,1.2363,0.931,0.157,4.387,182,1.581,0.014,17.535,12.5,sinusoidal
S01749.01,SIMULATED,K01749,6786348,1,15.789,1.134,0.091,-0.136,0.765,0.214,-0.092,0.553,0.178,-0.117,0.41,0.26,nan,2.16,14.74306,14.57629,0.687,0.649,5.541,670,3.373,0.026,34.498,20.1,sinusoidal
S06680.01,SIMULATED,K06680,6265961,1,13.692,0.925,0.065,-0.048,1.34,0.152,-0.114,-0.266,0.119,-0.117,0.46,0.229,nan,1.485,1.54977,0.63897,0.317,0.875,1.087,103,0.765,0.01,4.099,9.8,sinusoidal
S04015.01,SIMULATED,K04015,8282846,1,15.307,0.829,0.052,-0.03,0.945,0.039,-0.077,0.141,0.044,-0.092,0.582,0.145,nan,2.249,18.22296,13.24896,0.192,0.872,0.095,475,2.181,0.022,28.963,20.6,sinusoidal
S03908.01,SIMULATED,K03908,10363115,1,12.07,1.23,0.098,-0.08,1.839,0.233,-0.321,-0.555,0.128,-0.274,0.396,0.268,nan,1.901,4.75135,2.274,0.113,0.373,4.839,89,7.767,0.009,6.93,51.5,sinusoidal
S02273.01,SIMULATED,K02273,9717943,1,12.716,1.24,0.06,-0.09,1.31,0.191,-0.068,-0.109,0.128,-0.061,0.34,0.302,nan,1.138,23.44806,23.44567,0.422,0.102,2.985,63,5.68,0.008,28.277,11.8,sinusoidal
S01584.01,SIMULATED,K01584,9941066,1,15.961,0.613,0.029,-0.033,0.639,0.027,-0.03,0.52,0.041,-0.051,0.666,0.085,nan,1.232,17.69977,16.99102,0.212,0.49,0.433,312,2.561,0.018,37.987,23.2,sinusoidal
S01913.01,SIMULATED,K01913,9704384,1,13.317,0.81,0.055,-0.05,0.991,0.092,-0.067,0.07,0.089,-0.079,0.453,0.233,nan,1.367,12.09705,2.63564,0.988,0.213,5.046,158,1.205,0.013,20.872,38.2,sinusoidal
S01162.01,SIMULATED,K01162,10528068,1,12.783,0.907,0.072,-0.042,1.04,0.149,-0.164,0.056,0.118,-0.18,0.373,0.279,nan,1.777,22.32576,4.11382,0.899,0.338,5.471,245,3.238,0.016,31.057,97.4,sinusoidal
S01850.01,SIMULATED,K01850,8826168,1,14.138,1.0,0.074,-0.067,1.006,0.166,-0.097,0.142,0.126,-0.097,0.359,0.287,nan,2.073,15.29385,4.40227,0.893,0.107,4.642,357,2.477,0.019,25.78,49.8,sinusoidal
S04764.01,SIMULATED,K04764,6043562,1,15.809,0.792,0.078,-0.086,0.644,0.112,-0.06,0.621,0.122,-0.089,0.49,0.208,nan,1.012,12.44958,2.7699,0.357,0.203,3.811,207,3.116,0.014,32.466,10.6,sinusoidal
S05769.01,SIMULATED,K05769,10146103,1,14.498,1.05,0.057,-0.063,1.045,0.164,-0.082,0.113,0.126,-0.083,0.419,0.256,nan,1.138,12.44837,0.6679,0.648,0.675,6.249,99,2.532,0.01,21.981,10.9,sinusoidal
S01606.01,SIMULATED,K01606,9886661,1,13.984,0.983,0.035,-0.07,0.98,0.105,-0.035,0.167,0.101,-0.046,0.47,0.224,nan,1.393,25.41958,9.25492,0.084,0.604,5.06,169,9.796,0.013,36.894,40.9,sinusoidal
S02660.01,SIMULATED,K02660,9893318,1,15.394,0.989,0.173,-0.129,0.868,0.339,-0.145,0.328,0.227,-0.157,0.315,0.303,nan,2.051,9.97955,6.6833,0.732,0.092,5.343,469,2.612,0.022,22.384,16.7,sinusoidal
S04794.01,SIMULATED,K04794,6358937,1,14.375,0.852,0.059,-0.034,1.246,0.182,-0.112,-0.207,0.148,-0.125,0.526,0.186,nan,1.413,3.70875,3.26623,0.182,0.045,5.551,108,3.792,0.01,7.673,11.3,sinusoidal
S06739.01,SIMULATED,K06739,6603765,1,15.455,0.901,0.073,-0.073,0.668,0.088,-0.052,0.63,0.109,-0.085,0.517,0.191,nan,1.45,12.01771,7.45466,0.344,0.685,1.608,396,1.194,0.02,31.948,8.1,sinusoidal
S02392.01,SIMULATED,K02392,7382313,1,14.985,0.983,0.054,-0.054,0.933,0.129,-0.08,0.232,0.108,-0.085,0.47,0.224,nan,1.35,28.29908,24.49287,0.366,0.475,3.685,175,5.722,0.013,41.635,15.4,sinusoidal
S04341.01,SIMULATED,K04341,6792908,1,13.264,1.248,0.158,-0.118,1.019,0.35,-0.234,0.22,0.205,-0.225,0.275,0.308,nan,1.304,17.46372,3.5751,0.523,0.114,2.37,137,3.554,0.012,29.919,12.5,sinusoidal
S01146.01,SIMULATED,K01146,8351704,1,15.649,0.388,0.048,-0.066,0.378,0.047,-0.057,1.007,0.104,-0.176,0.314,0.398,nan,1.313,24.51839,18.14001,0.15,0.107,0.664,1015,2.603,0.032,68.601,18.3,sinusoidal
S04797.01,SIMULATED,K04797,7771181,1,15.693,0.705,0.086,-0.053,0.741,0.06,-0.066,0.387,0.081,-0.102,0.602,0.126,nan,1.302,2.31309,0.46335,0.679,0.848,1.971,259,0.452,0.016,8.837,8.6,sinusoidal
S01723.01,SIMULATED,K01723,10213902,1,15.517,1.298,0.126,-0.139,1.245,0.266,-0.114,-0.024,0.197,-0.131,0.351,0.289,nan,1.97,1.01972,0.6153,0.997,0.544,4.554,128,0.737,0.015,3.734,31.9,sinusoidal
S01925.01,SIMULATED,K01925,9955598,1,9.439,0.86,0.05,-0.055,0.855,0.036,-0.036,0.287,0.039,-0.044,0.46,0.229,nan,1.355,6.37429,4.97514,0.535,0.15,0.667,211,2.362,0.015,16.089,30.0,sinusoidal
S06993.01,SIMULATED,K06993,8227086,1,15.567,0.797,0.102,-0.063,0.783,0.137,-0.074,0.37,0.144,-0.105,0.398,0.266,nan,1.198,13.80274,12.11558,0.0,0.616,5.254,196,6.223,0.014,28.684,9.0,sinusoidal
S08174.01,SIMULATED,K08174,8873873,1,11.922,0.769,0.099,-0.038,0.576,0.087,-0.087,0.753,0.101,-0.123,0.454,0.234,nan,1.483,20.42161,6.45061,0.466,0.243,2.498,556,2.407,0.024,49.976,10.4,sinusoidal
S02389.01,SIMULATED,K02389,8494617,1,13.578,0.933,0.071,-0.064,1.173,0.165,-0.135,-0.089,0.124,-0.137,0.351,0.289,nan,1.485,25.3687,20.98794,0.487,0.484,6.269,134,5.004,0.012,30.274,24.0,sinusoidal
S03144.01,SIMULATED,K03144,5688790,1,16.109,0.426,0.042,-0.063,0.374,0.049,-0.049,1.06,0.104,-0.144,0.24,0.442,nan,1.204,10.66945,0.88729,0.703,0.288,0.915,871,1.165,0.03,41.021,16.0,sinusoidal
S04861.01,SIMULATED,K04861,6425597,1,15.536,0.743,0.089,-0.097,0.748,0.182,-0.073,0.399,0.175,-0.104,0.373,0.279,nan,2.004,21.78024,4.00789,0.671,0.466,3.849,603,4.115,0.025,39.756,9.7,sinusoidal
S02408.01,SIMULATED,K02408,6429812,1,14.183,1.055,0.037,-0.081,0.888,0.121,-0.038,0.328,0.109,-0.048,0.419,0.256,nan,1.969,26.6808,11.33735,0.935,0.771,6.172,413,1.346,0.02,43.089,22.5,sinusoidal
S02154.01,SIMULATED,K02154,12505076,1,15.844,1.056,0.116,-0.127,0.868,0.256,-0.092,0.357,0.203,-0.114,0.404,0.262,nan,1.964,24.75358,20.27543,0.05,0.084,6.086,429,4.658,0.021,41.918,27.8,sinusoidal
S00432.01,SIMULATED,K00432,10858832,1,14.279,1.212,0.151,-0.151,1.354,0.358,-0.119,-0.163,0.242,-0.134,0.359,0.287,nan,2.095,21.1484,8.41674,0.381,0.398,1.383,201,3.953,0.014,25.336,117.0,sinusoidal
S03123.01,SIMULATED,K03123,8197793,1,15.029,0.979,0.07,-0.07,1.043,0.192,-0.157,0.085,0.13,-0.146,0.419,0.256,nan,2.14,8.5307,8.12469,0.171,0.139,1.396,353,3.411,0.019,16.727,13.1,sinusoidal
S02998.01,SIMULATED,K02998,4175630,1,15.873,1.229,0.099,-0.121,0.614,0.222,-0.079,0.874,0.194,-0.107,0.373,0.279,nan,2.16,2.60622,2.56822,0.357,0.261,4.647,1039,1.812,0.032,13.901,25.3,sinusoidal
S04457.01,SIMULATED,K04457,12109267,1,13.815,0.902,0.172,-0.106,0.71,0.338,-0.182,0.551,0.214,-0.184,0.286,0.312,nan,1.098,16.90632,7.086,0.363,0.262,0.544,201,2.756,0.014,37.741,14.6,sinusoidal
S01857.01,SIMULATED,K01857,11297236,1,13.748,0.912,0.057,-0.063,1.01,0.124,-0.072,0.096,0.109,-0.081,0.404,0.262,nan,1.739,24.1296,7.22129,0.907,0.886,5.224,249,5.096,0.016,33.737,57.6,sinusoidal
S07301.01,SIMULATED,K07301,10264293,1,15.645,0.765,0.061,-0.075,0.586,0.068,-0.056,0.728,0.082,-0.086,0.568,0.153,nan,1.138,22.83181,22.3184,0.322,0.642,3.969,316,4.632,0.018,52.829,9.8,sinusoidal
S02976.01,SIMULATED,K02976,6438099,1,15.862,0.661,0.053,-0.059,0.581,0.075,-0.034,0.676,0.1,-0.06,0.389,0.279,nan,1.945,15.66695,9.38229,0.686,0.559,0.847,940,1.362,0.031,39.48,13.8,sinusoidal
S04399.01,SIMULATED,K04399,8345384,1,11.965,0.839,0.043,-0.076,0.846,0.092,-0.04,0.291,0.094,-0.055,0.442,0.24,nan,1.236,8.25782,3.89127,0.688,0.347,2.86,179,2.097,0.013,19.173,13.9,sinusoidal
S01517.01,SIMULATED,K01517,7456001,1,14.683,0.99,0.12,-0.098,0.814,0.274,-0.147,0.412,0.203,-0.17,0.334,0.296,nan,2.292,22.60235,18.35787,0.262,0.24,4.121,665,5.041,0.026,41.169,62.0,sinusoidal
S04742.01,SIMULATED,K04742,4138008,1,14.976,0.613,0.03,-0.03,0.571,0.03,-0.024,0.666,0.046,-0.042,0.658,0.083,nan,1.493,19.16767,12.3316,0.426,0.086,2.405,574,2.864,0.024,44.832,13.1,sinusoidal
S08039.01,SIMULATED,K08039,11032748,1,14.685,1.132,0.117,-0.129,1.268,0.255,-0.068,-0.106,0.211,-0.092,0.334,0.296,nan,1.438,8.85652,3.02846,0.328,0.12,1.762,108,3.882,0.01,14.81,9.7,sinusoidal
S01283.01,SIMULATED,K01283,8700771,1,11.731,0.935,0.076,-0.062,1.789,0.216,-0.325,-0.638,0.125,-0.299,0.372,0.279,nan,1.058,24.29219,21.58605,0.185,0.257,0.796,29,7.765,0.005,19.288,37.5,sinusoidal
S07621.01,SIMULATED,K07621,1025986,1,10.15,0.83,0.073,-0.036,1.35,0.207,-0.23,-0.323,0.139,-0.232,0.437,0.243,nan,2.194,17.75153,5.96707,0.643,0.609,2.535,222,3.147,0.015,19.939,7.5,sinusoidal
S00845.01,SIMULATED,K00845,6032497,1,15.447,0.926,0.127,-0.115,1.076,0.291,-0.125,0.02,0.213,-0.144,0.351,0.289,nan,2.276,4.35608,0.07532,0.444,0.346,6.008,376,3.117,0.019,10.167,74.6,sinusoidal
S07617.01,SIMULATED,K07617,11559304,1,15.72,0.246,0.08,-0.07,0.271,0.06,-0.07,1.243,0.136,-0.234,0.376,0.349,nan,1.19,27.00289,10.16139,0.977,0.632,3.265,1358,0.707,0.04,87.709,8.2,sinusoidal
S03330.01,SIMULATED,K03330,4736644,1,15.061,0.766,0.052,-0.028,0.863,0.031,-0.055,0.225,0.039,-0.069,0.582,0.145,nan,1.37,6.60776,2.8965,0.736,0.206,0.602,211,1.969,0.015,15.711,13.0,sinusoidal
