planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,limbdark_1,limbdark_2,pmass,prad,epoch,period,impact,depth,duration,ttv_type
S04853.01,SIMULATED,K04853,3758922,1,14.641,1.0704863982853097,0.075,-0.082,1.2535350275171822,0.047,-0.045,0.4096,0.2602,0.0,1.14,13.39089398487385,17.741221937820566,0.8895076227760337,69.51449886989161,2.6508673734121047,cubic
S07889.01,SIMULATED,K07889,8489260,1,15.991,0.9195879835140625,0.049,-0.058,0.8532699218669993,0.042,-0.039,0.4695,0.224,0.0,2.44,38.2932478662818,130.23520534234268,0.8782872512454921,687.2985386710671,3.86032760994182,cubic
S02582.01,SIMULATED,K02582,11771430,1,13.628,1.2436352684666236,0.052,-0.059,1.2876975326172622,0.032,-0.031,0.4213,0.257,0.0,2.01,13.477053401792723,40.03062754929268,0.8515482824043115,204.78730431820605,3.8983781773467934,cubic
S05570.01,SIMULATED,K05570,8747910,1,14.789,0.8681856735890163,0.063,-0.057,0.8217192108927744,0.127,-0.08,0.4163,0.2536,0.0,2.28,145.8049392683332,574.6527559450002,0.3749404506760057,647.085181862189,12.051301324593839,cubic
S04235.01,SIMULATED,K04235,10794974,1,13.224,1.2689330795739175,0.054,-0.067,1.3916991060111517,0.034,-0.036,0.4282,0.2514,0.0,2.99,11.351896475433302,66.64252751568696,0.1787331241569322,387.96301134321743,9.308471220237937,cubic
S00821.01,SIMULATED,K00821,5021899,1,15.54,0.9431993647968255,0.049,-0.061,0.8189014297565366,0.034,-0.032,0.4603,0.2291,0.0,3.38,12.987518320859426,21.812998727171717,0.11120613555145364,1431.8871224900895,4.208978292673681,cubic
S07716.01,SIMULATED,K07716,5097856,1,14.861,0.8132635676996086,0.05,-0.058,0.9218175773817636,0.043,-0.039,0.3556,0.2865,0.0,1.27,298.45694953333333,483.36386862000023,0.3706518959565679,159.5350501818911,13.067080330692692,cubic
S00797.01,SIMULATED,K00797,3115833,1,15.657,0.7324314780729604,0.099,-0.099,0.7645187639290327,0.234,-0.078,0.3238,0.2979,0.0,7.73,0.1660385533797073,10.181585008795935,0.9752645172869199,8592.535427149609,0.7375994895879087,cubic
S01847.01,SIMULATED,K01847,6776401,1,14.812,0.8129439242817097,0.03,-0.041,0.728350518254452,0.016,-0.015,0.4966,0.2043,0.0,2.65,25.645425373779243,26.85318090976447,0.23401797416477432,1112.6268142785632,4.124449568740862,cubic
S04790.01,SIMULATED,K04790,8328916,1,14.458,1.2397837473025206,0.067,-0.073,1.462068180447069,0.099,-0.094,0.3322,0.2965,0.0,1.14,2.562969227112229,6.078553132233174,0.03380687104531177,51.09908142672079,4.506238491827199,cubic
S01980.01,SIMULATED,K01980,11769890,1,13.8,0.9126644262303455,0.033,-0.043,0.8565880447971951,0.016,-0.016,0.4526,0.2327,0.0,2.7,118.53278994736283,122.87884624467037,0.36684440052390044,835.0685971867747,7.414017319352249,cubic
S07319.01,SIMULATED,K07319,10388451,1,15.929,0.5376938790114795,0.014,-0.014,0.580464145468922,0.015,-0.015,0.4524,0.2779,0.0,0.97,16.262481364326092,17.167770754279488,0.19028858719467534,234.70984782601133,3.2817318403297593,cubic
S03455.01,SIMULATED,K03455,6947668,1,15.802,0.8160958483025232,0.044,-0.054,0.7197296898772767,0.032,-0.031,0.3928,0.2676,0.0,1.45,1.2379628374677099,14.054569962310001,0.9370487247025264,341.1424855070752,1.1781781303268832,cubic
S02620.01,SIMULATED,K02620,11465950,1,15.869,0.8735729453081263,0.088,-0.107,1.0314559728151234,0.182,-0.061,0.3858,0.2711,0.0,2.27,13.856101614333705,16.057328294778596,0.4119345973573165,407.0886235172112,4.5026932433363065,cubic
S05321.01,SIMULATED,K05321,6721603,1,13.793,1.282972042095834,0.068,-0.076,1.3670659886948708,0.033,-0.03,0.3098,0.3036,0.0,1.92,148.3594032182143,215.63418498392863,0.5792660675027171,165.79145451982072,11.163439028100457,cubic
S02592.01,SIMULATED,K02592,6765135,1,15.054,1.084362962322592,0.069,-0.078,1.1781919426853904,0.05,-0.048,0.3147,0.3032,0.0,2.87,135.29900284400017,175.6035306198332,0.243656657034382,498.7355640554671,11.306339679429561,cubic
S06739.01,SIMULATED,K06739,6603765,1,15.455,0.8296022657021991,0.04,-0.047,0.7759627901676055,0.02,-0.02,0.5172,0.1908,0.0,1.11,17.519124657633338,19.16412965556169,0.31931138834704065,171.98984579633913,3.8016479180942264,cubic
S05124.01,SIMULATED,K05124,5094412,1,15.772,0.9545481539837294,0.044,-0.05,0.8533841904855942,0.033,-0.031,0.5167,0.1914,0.0,9.921373635602018,70.7664348285711,276.87954974657146,0.3624564338304912,11360.385429634583,9.557302619610843,cubic
S02108.01,SIMULATED,K02108,10709622,1,14.955,1.01406045588393,0.075,-0.075,1.198949595466997,0.043,-0.042,0.3511,0.2889,0.0,3.06,4.084724495113968,51.32834825354104,0.38392886702456164,547.4943522170889,7.433863498178841,cubic
S05454.01,SIMULATED,K05454,7978202,1,14.15,0.6767677664445771,0.127,-0.057,0.6899970307942823,0.13,-0.077,0.5423,0.1707,0.0,2.62,81.93804334666655,509.9972275700002,0.845193839732609,1211.8441770422023,6.0918418722992715,cubic
S00666.01,SIMULATED,K00666,6707835,1,13.721,0.9611426986078708,0.038,-0.053,0.9754732444137587,0.018,-0.017,0.4282,0.2514,0.0,2.72,9.902005762306572,22.248145851284796,0.6396553476244173,653.500201338257,3.879087028659856,cubic
S00530.01,SIMULATED,K00530,10266615,1,14.909,0.8887883604626398,0.038,-0.056,0.8003739223290571,0.019,-0.019,0.3928,0.2676,0.0,2.08,2.022824349770888,10.940266889961205,0.8349804254163193,567.6484434187108,1.8459917516491176,cubic
S01255.01,SIMULATED,K01255,8494263,1,15.913,1.0184096310151334,0.086,-0.081,1.3334335576105678,0.112,-0.105,0.4035,0.2622,0.0,8.133413930752777,4.600460536537238,78.92571444272726,0.7744862409483964,3127.0990020794475,6.528345480515586,cubic
S07106.01,SIMULATED,K07106,8881169,1,14.541,1.2714534204246184,0.053,-0.068,1.2863488222496944,0.044,-0.04,0.319,0.302,0.0,1.08,4.86563497143481,5.018799044706539,0.06210632521974224,59.247311247420505,3.683236765004498,cubic
S02577.01,SIMULATED,K02577,12257999,1,13.506,1.4184056429621819,0.033,-0.042,1.4348992247146994,0.031,-0.028,0.3651,0.2994,0.0,4.361442922054259,13.648662580112582,18.555816410273675,0.765103433849343,776.5264015874778,3.9519811480458746,cubic
S05879.01,SIMULATED,K05879,11198419,1,15.841,0.662535638395479,0.016,-0.016,0.621565045293202,0.022,-0.025,0.2747,0.4102,0.0,1.6,66.94030850549706,88.52350531968007,0.9985526661320181,556.9361911133353,0.3102335286242892,cubic
S03428.01,SIMULATED,K03428,9027909,1,14.694,1.0906629305087416,0.065,-0.073,1.283705158009335,0.043,-0.041,0.4046,0.2638,0.0,2.12,16.165068217415772,64.65892562771539,0.6422220575573568,229.2344002281309,6.96483471583443,cubic
S01670.01,SIMULATED,K01670,5184709,1,14.572,1.086295283097135,0.072,-0.07,1.1578747372696065,0.039,-0.038,0.319,0.302,0.0,2.03,10.082436706256452,10.57910164771879,0.6422173784444173,258.34946129749153,3.4405693419971017,cubic
S00854.01,SIMULATED,K00854,6435936,1,15.849,0.5653517425187607,0.013,-0.014,0.5610552967510838,0.015,-0.015,0.423,0.3107,0.0,1.94,11.586915829172435,56.05606500446797,0.5983986348145076,1004.9183297334873,3.7767998881495726,cubic
S04016.01,SIMULATED,K04016,5938970,1,14.073,0.6494434479702716,0.022,-0.018,0.6447510084052038,0.012,-0.012,0.6385,0.1017,0.0,3.14,22.310068058571492,125.41368517818685,0.6567471308427625,1993.4891558676622,5.101580603823571,cubic
S03248.01,SIMULATED,K03248,10917433,1,12.419,0.9891436430335734,0.069,-0.071,1.0777453559000378,0.023,-0.023,0.4035,0.2622,0.0,0.64,5.089433808111051,6.912613042384581,0.39669783065329467,29.63918580069733,3.4335182376292672,cubic
S05085.01,SIMULATED,K05085,4761427,1,15.941,0.9443949610475327,0.059,-0.064,0.8598130295396602,0.046,-0.044,0.3938,0.2681,0.0,2.82,313.44487535300004,327.0640047030001,0.5045408274257835,904.1256991819147,9.463374970270488,cubic
S03264.01,SIMULATED,K03264,9345933,1,15.961,0.8097039327520892,0.214,-0.07,1.9052695624871263,2.408,-0.088,0.5856,0.1392,0.0,1.36,12.639019937992632,13.015183873813157,0.49635779775433275,42.82561410381496,7.577397451167884,cubic
S02835.01,SIMULATED,K02835,5436338,1,15.906,0.7013990774090353,0.028,-0.027,0.6537161140645142,0.017,-0.017,0.5738,0.1554,0.0,1.37,5.402555988661774,6.3092202611283215,0.40182836511678177,369.1487438721399,2.2599380776179827,cubic
S04580.01,SIMULATED,K04580,8628761,1,13.01,1.2478610808352453,0.047,-0.049,1.4851409444178345,0.038,-0.036,0.2774,0.3088,0.0,1.23,2.498091314658909,6.304323920906496,0.5354449696996244,57.65188629548452,3.9069481758459568,cubic
S02144.01,SIMULATED,K02144,8260902,1,14.94,0.997857757980907,0.072,-0.06,0.9980833268961136,0.034,-0.029,0.4341,0.2434,0.0,2.45,26.83455369017506,38.67159642533272,0.9653475929546678,506.4507385830558,1.6000656986092519,cubic
S02337.01,SIMULATED,K02337,5599774,1,15.888,0.8155874358686509,0.048,-0.045,0.8070088931088177,0.03,-0.029,0.5396,0.1731,0.0,2.14,8.044699548815947,8.496404127867935,0.7168835651132439,591.0300289480089,2.230641004870739,cubic
S05297.01,SIMULATED,K05297,6543192,1,14.441,0.9574063172184504,0.029,-0.037,0.919042242047878,0.019,-0.018,0.5256,0.186,0.0,0.8,4.242878253435385,8.090697016534879,0.25041307474721397,63.686542027370066,3.2898790224390275,cubic
S01072.01,SIMULATED,K01072,8229696,1,14.743,0.9458699636163362,0.046,-0.052,0.844821044546934,0.023,-0.022,0.3728,0.2787,0.0,1.95,3.5828091984144357,10.128051452673587,0.09575666161095031,447.79415137804983,3.36464654754011,cubic
S04550.01,SIMULATED,K04550,5977470,1,15.429,0.7728700519379105,0.036,-0.039,0.7168381493660754,0.031,-0.029,0.6385,0.1017,0.0,1.84,121.56706296818201,140.2519979183636,0.29996559800708067,553.7733702058118,7.027880745997214,cubic
S05949.01,SIMULATED,K05949,12009917,1,13.295,1.0168740003611654,0.065,-0.066,0.9937208602722488,0.021,-0.02,0.322,0.3005,0.0,1.88,219.38442251166666,559.7860374950002,0.36865341940334584,300.83303606568194,13.742743506054367,cubic
S02338.01,SIMULATED,K02338,8099138,1,14.862,0.9033412115629117,0.047,-0.058,0.9218196077611208,0.028,-0.027,0.4096,0.2602,0.0,2.72,50.1592948519998,66.1843562016739,0.3919890992156648,731.7867913995071,6.441656830011725,sinusoidal
S03140.01,SIMULATED,K03140,5978170,1,15.561,0.7209378986564895,0.056,-0.056,0.7402241306899912,0.036,-0.056,0.6834,0.0718,0.0,0.99,4.340900012655339,5.688790765547122,0.6771737661938024,150.3427719996886,1.9684341830487226,sinusoidal
S05790.01,SIMULATED,K05790,10394802,1,15.518,0.7953547246596139,0.036,-0.039,0.7991283600484589,0.018,-0.018,0.5746,0.1496,0.0,3.71,161.6654871433332,178.26672836083327,0.2003772944569212,1811.56271561466,8.633061810732721,sinusoidal
S06484.01,SIMULATED,K06484,4995716,1,15.696,0.7832784663716948,0.04,-0.03,0.7758263472614046,0.031,-0.03,0.4378,0.2442,0.0,1.34,11.68626345631942,16.11916972454842,0.4096881523844793,250.73744129968446,3.520618116089368,sinusoidal
S05874.01,SIMULATED,K05874,11152511,1,13.618,0.9043685119925913,0.06,-0.056,1.1927567749659829,0.028,-0.028,0.4603,0.2291,0.0,2.07,251.03048383800032,287.3331793689999,0.12477401194941173,253.14861069771698,14.658872536483106,sinusoidal
S00012.01,SIMULATED,K00012,5812701,1,11.353,1.3704676516289327,0.052,-0.061,1.532686952769887,0.033,-0.03,0.2758,0.3272,0.0,4.140183089970455,14.791253968299351,17.855192801256738,0.9887406790407822,613.2969643936791,0.9796575900886336,sinusoidal
S07460.01,SIMULATED,K07460,11602794,1,15.597,0.8574686985354032,0.032,-0.034,0.7602219503503814,0.025,-0.023,0.4526,0.2327,0.0,1.58,2.8051179430829105,5.705098243298176,0.31798286632507433,363.05465138417884,2.4608472270761914,sinusoidal
S05806.01,SIMULATED,K05806,10552263,1,12.355,1.1691428378796866,0.065,-0.073,1.2935334463382884,0.028,-0.027,0.3639,0.2824,0.0,1.26,46.63145321400019,313.8455652549999,0.8455644773707072,79.74884586575047,8.086623217708768,sinusoidal
S02899.01,SIMULATED,K02899,4939533,1,15.703,0.9328281203264011,0.062,-0.07,0.9042654998443047,0.053,-0.05,0.4603,0.2291,0.0,1.54,5.73963662940137,5.77207546553722,0.993002522154167,243.7744357445888,0.3558832373998263,sinusoidal
S02389.01,SIMULATED,K02389,8494617,1,13.578,1.225243625881717,0.069,-0.075,1.3488933006154125,0.034,-0.033,0.3511,0.2889,0.0,1.33,10.291372581762571,22.922421492023457,0.7125798416406638,81.71216698149905,4.560536173127982,sinusoidal
S01191.01,SIMULATED,K01191,3859628,1,15.24,0.8708761502765824,0.053,-0.059,0.8776684012124848,0.038,-0.035,0.3928,0.2676,0.0,3.29,6.6658461708597425,8.172425291277944,0.38691048451359633,1181.0533397306467,3.0987866790256193,sinusoidal
S01516.01,SIMULATED,K01516,12418724,1,14.829,1.0553985278459121,0.051,-0.068,1.0521743585863266,0.038,-0.036,0.3239,0.3029,0.0,3.19,8.415758446880545,20.55288788108335,0.2857750810273697,772.5819899940227,4.9243966335675555,sinusoidal
S07676.01,SIMULATED,K07676,3934657,1,13.786,0.9624054385264366,0.029,-0.039,0.9086049407526777,0.018,-0.017,0.3928,0.2676,0.0,0.62,2.893334102040243,5.369429012780424,0.017088814416814868,39.13558520956509,2.924901945364944,sinusoidal
S02698.01,SIMULATED,K02698,5128673,1,14.0,1.2563533955127424,0.04,-0.054,1.1609638378312084,0.026,-0.025,0.4035,0.2622,0.0,3.39,46.72375432584786,87.97244305826626,0.21966762594923706,716.6393532729778,8.474244971040434,sinusoidal
S02164.01,SIMULATED,K02164,7204981,1,15.162,0.929543755082522,0.039,-0.048,0.8067340533319901,0.027,-0.025,0.5167,0.1914,0.0,1.65,2.0440053602055444,5.123321624627874,0.20852306218966987,351.59747778592185,2.529964355693117,sinusoidal
S02468.01,SIMULATED,K02468,8380709,1,15.373,1.2218515577099465,0.076,-0.092,1.396641764703352,0.096,-0.09,0.3511,0.2889,0.0,1.74,16.451838730922475,24.33449575439119,0.9070428989863947,130.45691020034062,2.893463547536935,sinusoidal
S01086.01,SIMULATED,K01086,10122255,1,14.609,1.1348760924825525,0.067,-0.077,1.1495707286566166,0.032,-0.032,0.3342,0.2965,0.0,2.21,23.643137738651063,27.665272027422866,0.8139570854156719,310.63600704147996,3.5150231015975124,sinusoidal
S02407.01,SIMULATED,K02407,12120484,1,14.15,1.1716100953176856,0.059,-0.081,1.467749129189602,0.065,-0.057,0.3661,0.2844,0.0,2.13,8.10387337618395,17.292577414634145,0.747122538350688,177.00852600586356,4.344118556057412,sinusoidal
S01913.01,SIMULATED,K01913,9704384,1,13.317,0.9732967913491013,0.03,-0.041,0.8926455534305647,0.015,-0.015,0.4526,0.2327,0.0,1.49,3.4965028244157357,5.508605587081004,0.3655774490113547,234.18177120829267,2.687832507801534,sinusoidal
S00261.01,SIMULATED,K00261,5383248,1,10.297,1.0336164791675722,0.04,-0.055,0.9380700705297297,0.017,-0.016,0.4035,0.2622,0.0,2.76,2.4327702073983106,16.238454697624732,0.47623581003774373,727.5892032665856,3.7501893105387656,sinusoidal
S04007.01,SIMULATED,K04007,8376848,1,15.472,1.1703276067415165,0.06,-0.073,1.0762412496991847,0.058,-0.056,0.3147,0.3032,0.0,8.563388897508222,2.4963326946561835,11.492733533282442,0.7082401434967917,5321.213810561593,2.953557258238656,sinusoidal
S02130.01,SIMULATED,K02130,2161536,1,15.661,0.5957950552173902,0.02,-0.017,0.630006141982599,0.022,-0.021,0.6041,0.1433,0.0,1.7,13.839912756210458,16.855893255561025,0.7494268959802314,611.9936519834372,2.307218183511923,sinusoidal
S05406.01,SIMULATED,K05406,7625138,1,11.331,1.3451204225379922,0.055,-0.052,1.4087064971872298,0.03,-0.029,0.3057,0.3071,0.0,0.82,3.7638472601408335,5.719667913503598,0.6263943615997378,28.479037731619265,3.229387499624797,sinusoidal
S01570.01,SIMULATED,K01570,8082001,1,15.182,0.9630635997291603,0.061,-0.073,1.022791308074401,0.04,-0.038,0.3661,0.2844,0.0,3.31,3.809317879931712,6.338554466651718,0.10745504344626333,880.2794669564707,3.459291671297601,sinusoidal
S05308.01,SIMULATED,K05308,6634112,1,14.099,0.9741826947653469,0.065,-0.051,1.118378350211579,0.031,-0.031,0.4966,0.2043,0.0,10.738046201925732,0.8025591805705155,9.942215866958703,0.5004231874331285,7748.393628700244,3.812601295157687,sinusoidal
S06707.01,SIMULATED,K06707,6436505,1,15.857,0.7889084381660112,0.041,-0.05,0.7848459040248684,0.028,-0.027,0.4341,0.2434,0.0,1.86,7.964304401408291,43.53588211091275,0.22148449793406166,472.05840834657755,5.289473796231182,sinusoidal
S00918.01,SIMULATED,K00918,8672910,1,15.011,0.8660116544241387,0.035,-0.043,0.8455034231291604,0.022,-0.021,0.5167,0.1914,0.0,10.98,32.88733303410965,39.64295738687898,0.3401917017687991,14174.657740366234,5.1629675353960796,sinusoidal
S06752.01,SIMULATED,K06752,6670610,1,15.537,0.7103437582060768,0.028,-0.022,0.642182881815947,0.023,-0.023,0.6215,0.1171,0.0,0.89,8.647778429849604,8.942948674054266,0.5544325129637296,161.43630373508705,2.256918636450409,sinusoidal
S00538.01,SIMULATED,K00538,11090765,1,14.56,1.0246872203475144,0.053,-0.065,1.0964945703531555,0.028,-0.027,0.3147,0.3032,0.0,2.97,15.025848726600474,21.21710571597297,0.8873040942358477,616.6497634001627,2.520713018494055,sinusoidal
S02361.01,SIMULATED,K02361,11566256,1,15.049,1.1161611964216356,0.048,-0.064,0.9467775582232477,0.029,-0.028,0.3661,0.2844,0.0,2.07,0.32623644730710855,5.7839712318303205,0.8330055914932244,401.77547398262004,1.6454633414473128,sinusoidal
S03811.01,SIMULATED,K03811,4638237,1,13.906,0.9945703833702846,0.086,-0.069,1.3731640676325092,0.039,-0.037,0.4046,0.2638,0.0,10.625173655674303,196.50111904800045,290.1452393069999,0.23619470631757267,5032.2922427981175,16.064165348754663,sinusoidal
S01842.01,SIMULATED,K01842,7779077,1,14.306,0.8735881971858255,0.039,-0.056,0.8578976361002316,0.019,-0.018,0.4603,0.2291,0.0,3.08,13.665862694960657,16.841867708192325,0.4794783678532989,1083.3508594845616,3.664490159439523,sinusoidal
S05098.01,SIMULATED,K05098,4912650,1,14.855,0.8053456035574958,0.046,-0.046,0.8829773042428735,0.054,-0.043,0.5086,0.1959,0.0,1.57,14.170048652573147,100.34555121307356,0.9275129207784408,265.72894592958676,2.9924535859369277,sinusoidal
S04856.01,SIMULATED,K04856,9782748,1,15.817,0.8814611631420108,0.058,-0.066,0.9049070666055089,0.055,-0.05,0.3661,0.2844,0.0,3.03,118.36425171181826,147.38746195236365,0.9894830392474164,942.3580375116139,1.3090287335460726,sinusoidal
S07301.01,SIMULATED,K07301,10264293,1,15.645,0.7719820841149321,0.039,-0.032,0.7795970291041611,0.021,-0.02,0.5684,0.153,0.0,1.19,12.656137839798246,20.95276305561941,0.3063017052494541,195.83585725472895,4.048530158354347,sinusoidal
S02555.01,SIMULATED,K02555,5350244,1,12.885,1.120534882802695,0.031,-0.044,1.1487143945918024,0.024,-0.022,0.3511,0.2889,0.0,1.09,12.541282930953631,12.572291007278954,0.03164592561249446,75.67762792176879,4.665888307493243,sinusoidal
S00804.01,SIMULATED,K00804,3641726,1,15.387,0.9414406806791072,0.049,-0.057,0.9172605732635764,0.028,-0.026,0.4966,0.2043,0.0,2.57,2.1974694208983374,9.02930444230746,0.42881788176253677,659.8108229239039,3.195943801069708,sinusoidal
S01481.01,SIMULATED,K01481,9597806,1,15.455,0.8943778857812625,0.044,-0.052,0.8674366039773241,0.028,-0.027,0.4035,0.2622,0.0,2.84,3.5392631369910648,5.1013743020869535,0.8960120962885232,900.948222104145,1.2492479460667418,sinusoidal
S05040.01,SIMULATED,K05040,4135912,1,14.385,1.2505787629756937,0.073,-0.085,1.512718008204519,0.051,-0.049,0.3671,0.2865,0.0,2.87,11.492766334592329,29.60948218600419,0.5383548010847413,302.54256248005595,6.6449271673092,sinusoidal
S03255.01,SIMULATED,K03255,8183288,1,14.352,0.7883892707515747,0.031,-0.035,0.6942787890421318,0.033,-0.027,0.6811,0.0672,0.0,1.56,12.424045633733465,66.65047731246521,0.9143834364926767,424.3459324470569,2.239365098237793,sinusoidal
S02508.01,SIMULATED,K02508,8836888,1,15.164,1.0615904792423487,0.074,-0.076,1.0111620507179593,0.042,-0.04,0.4341,0.2434,0.0,1.51,5.744269668503875,7.1039920057109756,0.34559284325816575,187.43513876624576,3.245836870677776,sinusoidal
S05480.01,SIMULATED,K05480,8129333,1,16.558,1.222008985109629,0.078,-0.084,1.3885792689668963,0.136,-0.114,0.3541,0.2869,0.0,5.78,9.765480681034882,57.13997056643128,0.9969330664572111,1456.3070909670744,0.7106735705959757,sinusoidal
S02353.01,SIMULATED,K02353,12505654,1,14.988,0.834865682801482,0.044,-0.051,0.8139231666432373,0.02,-0.02,0.5086,0.1959,0.0,2.4,3.3457107603838074,5.186736429072333,0.7072327483462644,730.7928759382763,1.9202617024166684,sinusoidal
